NM_001180043.1	YAL068C
NM_001179229.1	YHR099W
NM_001179230.1	YHR100C
NM_001179231.1	YHR101C
NM_001179232.1	YHR102W
NM_001179233.1	YHR103W
NM_001179234.1	YHR104W
NM_001179235.1	YHR105W
NM_001179236.1	YHR106W
NM_001179237.1	YHR107C
NM_001179238.1	YHR108W
NM_001179239.1	YHR109W
NM_001179240.1	YHR110W
NM_001179241.1	YHR111W
NM_001179242.1	YHR112C
NM_001179243.1	YHR113W
NM_001179244.1	YHR114W
NM_001179245.1	YHR115C
NM_001179246.1	YHR116W
NM_001179247.1	YHR117W
NM_001179248.1	YHR118C
NM_001179249.1	YHR119W
NM_001179250.1	YHR120W
NM_001179251.1	YHR121W
NM_001179252.1	YHR122W
NM_001179253.1	YHR123W
NM_001179254.1	YHR124W
unassigned_transcript_135	YNCH0010C
NM_001348824.1	YHR125W
NM_001179256.1	YHR126C
NM_001179257.1	YHR127W
NM_001179258.1	YHR128W
NM_001179259.1	YHR129C
NM_001348825.1	YHR130C
NM_001179261.1	YHR131C
NM_001179262.1	YHR132C
NM_001184441.1	YHR132W-A
NM_001179263.1	YHR133C
NM_001179264.1	YHR134W
NM_001179265.1	YHR135C
NM_001179266.1	YHR136C
NM_001179267.1	YHR137W
NM_001179268.1	YHR138C
NM_001179269.1	YHR139C
NR_172476.1	YNCH0011W
NM_001348830.1	YHR139C-A
NM_001179270.1	YHR140W
NR_132188.1	YNCH0012W
NM_001179271.1	YHR141C
NM_001179272.1	YHR142W
NM_001179274.1	YHR143W
NM_001179273.1	YHR143W-A
NM_001179275.1	YHR144C
unassigned_transcript_136	YNCH0013C
NM_001179277.1	YHR146W
NM_001179278.1	YHR147C
NM_001179279.1	YHR148W
NM_001179280.1	YHR149C
NM_001179281.1	YHR150W
NM_001179282.1	YHR151C
NM_001179283.1	YHR152W
NM_001179284.1	YHR153C
NM_001179285.1	YHR154W
NM_001179286.1	YHR155W
NR_132189.1	YNCH0014W
NM_001179287.1	YHR156C
NM_001179288.1	YHR157W
NM_001179289.1	YHR158C
NM_001179290.1	YHR159W
NM_001179291.1	YHR160C
NM_001179292.1	YHR161C
NM_001179293.1	YHR162W
NM_001179294.1	YHR163W
NM_001179295.1	YHR164C
NM_001179296.1	YHR165C
NM_001179297.1	YHR166C
NM_001179298.1	YHR167W
NM_001179299.2	YHR168W
NM_001179300.1	YHR169W
NM_001179301.1	YHR170W
NM_001179302.1	YHR171W
NM_001179303.1	YHR172W
NM_001270738.1	YHR173C
NM_001179305.1	YHR174W
NM_001179306.3	YHR175W
NM_001184554.1	YHR175W-A
NM_001179307.3	YHR176W
NM_001179308.1	YHR177W
NM_001179309.3	YHR178W
NM_001179310.1	YHR179W
NM_001348842.1	YHR180W
unassigned_transcript_137	YNCH0015W
NM_001179312.3	YHR181W
NM_001179313.1	YHR182W
NM_001179314.3	YHR183W
NM_001179315.1	YHR184W
NM_001179316.3	YHR185C
unassigned_transcript_138	YNCH0016C
NM_001179317.1	YHR186C
NM_001179318.3	YHR187W
NM_001179319.1	YHR188C
NM_001179320.3	YHR189W
NM_001179321.1	YHR190W
NM_001179322.3	YHR191C
NM_001179323.1	YHR192W
NM_001179324.3	YHR193C
NM_001179325.1	YHR194W
NM_001179326.3	YHR195W
NM_001179327.1	YHR196W
NM_001179328.4	YHR197W
NM_001179329.1	YHR198C
NM_001179330.3	YHR199C
NM_001184671.1	YHR199C-A
NM_001179331.3	YHR200W
NM_001179332.1	YHR201C
NM_001179333.3	YHR202W
NM_001179334.1	YHR203C
NM_001179335.3	YHR204W
NM_001179336.1	YHR205W
NM_001179337.3	YHR206W
NM_001179338.1	YHR207C
NM_001179339.3	YHR208W
NM_001179340.1	YHR209W
NM_001179341.3	YHR210C
NM_001179342.1	YHR211W
NM_001184598.3	YHR212W-A
NM_001179344.1	YHR213W
NM_001184599.3	YHR213W-A
NM_001184600.1	YHR213W-B
NM_001179345.3	YHR214W
NM_001181431.2	YHR214C-B
NM_001184437.3	YHR214C-C
NM_001184601.1	YHR214C-D
NM_001184602.3	YHR214C-E
NM_001179346.1	YHR215W
NM_001179347.3	YHR216W
NM_001179349.1	YHR218W
NM_001179350.3	YHR219W
NM_001179522.1	YIL177C
NM_001179521.1	YIL176C
unassigned_transcript_139	YIL175W
unassigned_transcript_140	YIL174W
NM_001179519.1	YIL173W
NM_001179518.1	YIL172C
unassigned_transcript_141	YIL171W
unassigned_transcript_142	YIL170W
NM_001179517.1	YIL169C
unassigned_transcript_143	YIL167W
NM_001179514.1	YIL166C
NM_001179513.1	YIL165C
NM_001179512.1	YIL164C
NM_001270749.1	YIL163C
NM_001179510.1	YIL162W
NM_001179509.1	YIL161W
NM_001179508.1	YIL160C
NM_001179507.1	YIL159W
NM_001179506.3	YIL158W
NM_001179505.1	YIL157C
NM_001184521.1	YIL156W-B
NM_001179504.1	YIL156W
NM_001179503.1	YIL155C
NM_001179502.3	YIL154C
NM_001179501.1	YIL153W
NM_001179500.1	YIL152W
NM_001179499.1	YIL151C
NM_001179498.1	YIL150C
NM_001179497.3	YIL149C
NM_001179496.1	YIL148W
NM_001179495.1	YIL147C
NM_001179494.1	YIL146C
NM_001179493.1	YIL145C
NM_001179492.3	YIL144W
NM_001179491.1	YIL143C
NM_001179490.1	YIL142W
NM_001179488.1	YIL140W
NM_001179487.1	YIL139C
NM_001179486.3	YIL138C
NM_001179485.1	YIL137C
NM_001179484.1	YIL136W
NM_001179483.1	YIL135C
NM_001184555.1	YIL134C-A
NR_132190.1	YNCI0001W
NM_001179482.3	YIL134W
NM_001179481.1	YIL133C
NM_001179480.1	YIL132C
NM_001179479.1	YIL131C
NM_001179478.1	YIL130W
NM_001179477.3	YIL129C
NM_001179476.1	YIL128W
NM_001179475.1	YIL127C
NM_001179474.1	YIL126W
NM_001179473.1	YIL125W
NM_001179472.3	YIL124W
NM_001179471.2	YIL123W
NM_001179470.1	YIL122W
NM_001179469.1	YIL121W
NM_001179468.1	YIL120W
NM_001179467.3	YIL119C
NM_001179466.1	YIL118W
NM_001179465.1	YIL117C
NM_001179464.1	YIL116W
NM_001179463.1	YIL115C
NM_001179462.3	YIL114C
NM_001179461.1	YIL113W
NM_001179460.1	YIL112W
NM_001179459.1	YIL111W
NM_001179458.1	YIL110W
NM_001179457.3	YIL109C
NM_001179456.1	YIL108W
NM_001179455.1	YIL107C
NM_001179454.1	YIL106W
NM_001179453.1	YIL105C
NM_001270750.1	YIL105W-A
NM_001179452.3	YIL104C
NM_001179451.1	YIL103W
NM_001184686.1	YIL102C-A
NM_001179450.1	YIL102C
unassigned_transcript_144	YNCI0002W
NM_001179449.1	YIL101C
NM_001179447.3	YIL099W
NM_001179446.3	YIL098C
NM_001179445.1	YIL097W
NM_001179444.1	YIL096C
unassigned_transcript_145	YNCI0003C
NM_001179443.1	YIL095W
NM_001179442.1	YIL094C
NM_001179441.3	YIL093C
NM_001179440.3	YIL092W
NM_001179439.1	YIL091C
NM_001179438.1	YIL090W
NM_001179437.1	YIL089W
unassigned_transcript_146	YNCI0004W
NM_001179436.1	YIL088C
NM_001179435.3	YIL087C
NM_001348844.1	YIL086C
NM_001179433.3	YIL085C
NM_001179432.1	YIL084C
NM_001179431.2	YIL083C
NM_001181434.4	YIL082W-A
unassigned_transcript_147	YNCI0005W
NM_001179429.1	YIL079C
NM_001179428.3	YIL078W
NM_001179427.3	YIL077C
NM_001179426.1	YIL076W
NM_001179425.1	YIL075C
NM_001179424.1	YIL074C
NM_001179423.1	YIL073C
NM_001179422.3	YIL072W
NM_001179421.3	YIL071C
NM_001179420.1	YIL070C
NM_001179419.1	YIL069C
NM_001179418.1	YIL068C
NM_001179417.1	YIL067C
NM_001179416.3	YIL066C
NM_001179415.3	YIL065C
NM_001179414.2	YIL064W
NM_001179413.1	YIL063C
NM_001179412.1	YIL062C
NM_001179411.1	YIL061C
NM_001179410.3	YIL060W
NM_001431140.1	YIL059C
NM_001179407.3	YIL057C
unassigned_transcript_148	YNCI0006W
NM_001179406.1	YIL056W
NM_001179405.1	YIL055C
NM_001270751.1	YIL054W
NM_001179403.1	YIL053W
NM_001179402.1	YIL052C
NM_001179401.3	YIL051C
NM_001179400.3	YIL050W
NM_001179399.1	YIL049W
NM_001179398.1	YIL048W
NM_001179397.3	YIL047C
NM_001184654.1	YIL046W-A
NM_001179396.1	YIL046W
NM_001179395.3	YIL045W
NM_001179394.3	YIL044C
NM_001179393.1	YIL043C
NM_001179392.1	YIL042C
NM_001179391.3	YIL041W
NM_001179390.1	YIL040W
NM_001179389.1	YIL039W
NM_001179388.3	YIL038C
NM_001179387.3	YIL037C
NM_001179386.1	YIL036W
NM_001179385.1	YIL035C
NM_001179384.3	YIL034C
NM_001179383.1	YIL033C
NM_001179381.1	YIL031W
NM_001179380.3	YIL030C
unassigned_transcript_149	YNCI0007C
NM_001179379.3	YIL029C
NM_001179377.1	YIL027C
NM_001179376.1	YIL026C
NM_001179374.3	YIL024C
NM_001179373.1	YIL023C
NM_001179372.1	YIL022W
NM_001179371.3	YIL021W
NM_001179370.3	YIL020C
NM_001179369.1	YIL019W
NM_001179368.1	YIL018W
NM_001179367.3	YIL017C
NM_001179366.1	YIL016W
NM_001179365.1	YIL015W
unassigned_transcript_150	YNCI0008C
NM_001181433.3	YIL014C-A
unassigned_transcript_151	YNCI0009W
NM_001179364.3	YIL014W
NM_001179363.1	YIL013C
NM_001348845.1	YIL012W
NM_001179361.1	YIL011W
NM_001179360.3	YIL010W
NM_001184306.2	YIL009C-A
unassigned_transcript_152	YNCI0010C
NM_001179359.1	YIL009W
NM_001179358.3	YIL008W
NM_001179357.3	YIL007C
NM_001179356.1	YIL006W
NM_001179355.1	YIL005W
NM_001179354.3	YIL004C
NM_001179353.1	YIL003W
NM_001184653.1	YIL002W-A
NM_001179352.3	YIL002C
NM_001179351.3	YIL001W
NM_001179523.1	YIR001C
NM_001179524.1	YIR002C
NM_001179525.3	YIR003W
NM_001179526.1	YIR004W
NM_001179527.1	YIR005W
NM_001179528.3	YIR006C
unassigned_transcript_153	YNCI0011W
NM_001179529.3	YIR007W
NM_001179530.1	YIR008C
NM_001179531.1	YIR009W
NM_001179532.3	YIR010W
NM_001179533.1	YIR011C
NM_001179534.1	YIR012W
NM_001179535.3	YIR013C
NM_001179536.3	YIR014W
NM_001179537.1	YIR015W
NM_001179538.1	YIR016W
NM_001179539.3	YIR017C
NM_001179540.1	YIR018W
NM_001184655.1	YIR018C-A
NM_001179541.3	YIR019C
NR_132191.1	YNCI0012
NM_001270752.1	YIR020C
NR_132192.1	YNCI0013W
NM_001179543.3	YIR021W
NM_001184656.1	YIR021W-A
NM_001179544.1	YIR022W
NM_001179545.3	YIR023W
NM_001179546.1	YIR024C
NM_001179547.1	YIR025W
NM_001179548.3	YIR026C
NM_001179549.3	YIR027C
NM_001179550.3	YIR028W
NM_001179551.1	YIR029W
NM_001179552.1	YIR030C
NM_001179553.3	YIR031C
NM_001179554.1	YIR032C
NM_001179555.1	YIR033W
NM_001179556.3	YIR034C
NM_001179557.3	YIR035C
NM_001179558.3	YIR036C
NM_001179559.1	YIR037W
NM_001179560.1	YIR038C
NM_001179561.3	YIR039C
NM_001179563.1	YIR041W
NM_001179564.1	YIR042C
unassigned_transcript_154	YIR043C
NM_001181657.1	YJL225C
NM_001181656.1	YJL223C
NM_001181655.1	YJL222W
NM_001181654.1	YJL221C
NM_001181652.1	YJL219W
NM_001181651.1	YJL218W
NM_001181650.1	YJL217W
NM_001181649.1	YJL216C
NM_001181647.1	YJL214W
NM_001181646.1	YJL213W
NM_001181645.1	YJL212C
NM_001181643.1	YJL210W
NM_001181642.1	YJL209W
NM_001181641.1	YJL208C
NM_001181640.1	YJL207C
NM_001181638.1	YJL206C
NM_001181639.1	YJL205C
NM_001181637.1	YJL204C
NM_001181636.1	YJL203W
NM_001181634.1	YJL201W
NM_001181633.1	YJL200C
unassigned_transcript_155	YNCJ0001C
NM_001348846.1	YJL199C
NM_001181631.1	YJL198W
NM_001181630.1	YJL197W
NM_001181629.1	YJL196C
NM_001181627.1	YJL194W
NM_001181626.1	YJL193W
NM_001181625.1	YJL192C
NM_001181624.1	YJL191W
NM_001181623.1	YJL190C
NM_001181622.1	YJL189W
NM_001181620.1	YJL187C
NM_001181619.2	YJL186W
NM_001181618.1	YJL185C
NM_001181617.1	YJL184W
NM_001181616.2	YJL183W
NM_001181614.1	YJL181W
NM_001181613.1	YJL180C
NM_001181612.2	YJL179W
NM_001181611.1	YJL178C
NM_001181610.1	YJL177W
NM_001181609.1	YJL176C
NM_001181607.1	YJL174W
NM_001181606.1	YJL173C
NM_001181605.1	YJL172W
NM_001181604.2	YJL171C
NM_001181603.1	YJL170C
NM_001181601.2	YJL168C
NM_001181600.1	YJL167W
NM_001181599.1	YJL166W
NM_001181598.1	YJL165C
NM_001181597.2	YJL164C
NM_001181596.1	YJL163C
NM_001181595.1	YJL162C
unassigned_transcript_156	YNCJ0002C
NM_001181594.1	YJL161W
NM_001181593.1	YJL160C
NM_001181592.1	YJL159W
NM_001181591.1	YJL158C
NM_001181590.1	YJL157C
NM_001181589.1	YJL156C
NM_001181588.1	YJL155C
NM_001181587.1	YJL154C
NM_001181586.1	YJL153C
NM_001181584.1	YJL151C
NM_001181582.1	YJL149W
NR_132193.1	YNCJ0003C
NR_132194.1	YNCJ0004C
NM_001181581.1	YJL148W
NM_001181580.1	YJL147C
NM_001181579.1	YJL146W
NM_001181578.1	YJL145W
NM_001181577.1	YJL144W
NM_001181576.1	YJL143W
NM_001395034.1	YJL142C
NM_001181574.1	YJL141C
NM_001181573.1	YJL140W
NM_001181572.1	YJL139C
NM_001181571.1	YJL138C
NM_001181570.1	YJL137C
NM_001184637.1	YJL136W-A
NM_001181569.1	YJL136C
NM_001181567.1	YJL134W
NM_001184636.1	YJL133C-A
NM_001181566.1	YJL133W
NM_001181565.1	YJL132W
NM_001181564.1	YJL131C
NM_001181563.2	YJL130C
NM_001181562.1	YJL129C
NM_001181561.2	YJL128C
NM_001184532.1	YJL127C-B
NM_001181560.1	YJL127C
NM_001181559.1	YJL126W
NM_001181558.1	YJL125C
NM_001181557.1	YJL124C
NM_001181556.1	YJL123C
NM_001181555.1	YJL122W
NM_001181554.1	YJL121C
NM_001181551.1	YJL118W
NM_001181550.1	YJL117W
NM_001181549.1	YJL116C
NM_001181548.1	YJL115W
unassigned_transcript_157	YNCJ0005C
NM_001181547.2	YJL114W
NM_001181546.3	YJL113W
unassigned_transcript_158	YNCJ0006W
NM_001181545.2	YJL112W
NM_001181544.1	YJL111W
NM_001181543.1	YJL110C
NM_001181542.1	YJL109C
NM_001181541.1	YJL108C
NM_001181540.1	YJL107C
NM_001181539.1	YJL106W
NM_001181538.1	YJL105W
NM_001181537.1	YJL104W
NR_132195.1	YNCJ0007C
NM_001181536.1	YJL103C
NM_001181535.1	YJL102W
unassigned_transcript_159	YNCJ0008W
NM_001181534.1	YJL101C
NM_001181533.1	YJL100W
NM_001181532.1	YJL099W
NM_001181531.1	YJL098W
NM_001181530.1	YJL097W
NM_001181529.1	YJL096W
NM_001181528.1	YJL095W
NM_001181527.1	YJL094C
NM_001181526.1	YJL093C
NM_001181525.1	YJL092W
NM_001181524.1	YJL091C
NM_001181523.1	YJL090C
NM_001181522.1	YJL089W
NM_001181521.1	YJL088W
NM_001181520.1	YJL087C
NM_001181518.1	YJL085W
NM_001181517.1	YJL084C
NM_001181516.1	YJL083W
NM_001181515.1	YJL082W
NM_001181514.1	YJL081C
NM_001181513.1	YJL080C
NM_001181512.1	YJL079C
NM_001181511.1	YJL078C
NM_001184603.1	YJL077W-B
NM_001181510.1	YJL077C
NM_001270753.1	YJL077W-A
NM_001181509.1	YJL076W
NM_001395035.1	YJL075C
NM_001181507.1	YJL074C
NM_001181506.3	YJL073W
NM_001181505.1	YJL072C
NM_001181504.1	YJL071W
NM_001181503.3	YJL070C
NM_001181502.1	YJL069C
NM_001181501.1	YJL068C
NM_001181499.3	YJL066C
NM_001181498.1	YJL065C
NM_001181496.1	YJL063C
NM_001184477.3	YJL062W-A
NM_001181495.1	YJL062W
NM_001181494.1	YJL061W
NM_001181493.3	YJL060W
NM_001181492.1	YJL059W
NM_001181491.1	YJL058C
NM_001181490.3	YJL057C
NM_001181489.1	YJL056C
NM_001181488.1	YJL055W
NM_001181487.3	YJL054W
NM_001181486.1	YJL053W
NM_001184476.1	YJL052C-A
NM_001181485.3	YJL052W
NM_001181484.1	YJL051W
NM_001181483.1	YJL050W
NM_001181482.3	YJL049W
NM_001181481.1	YJL048C
NM_001184635.1	YJL047C-A
NR_132196.1	YNCJ0009C
NM_001181480.3	YJL047C
NM_001181479.1	YJL046W
unassigned_transcript_160	YNCJ0010W
unassigned_transcript_161	YNCJ0011W
unassigned_transcript_162	YNCJ0012W
NM_001181478.1	YJL045W
NM_001181477.3	YJL044C
NM_001181476.1	YJL043W
NM_001181475.1	YJL042W
NM_001181474.3	YJL041W
NM_001181473.1	YJL039C
unassigned_transcript_163	YNCJ0013C
unassigned_transcript_164	YNCJ0014C
NM_001181472.1	YJL038C
NM_001181471.3	YJL037W
unassigned_transcript_165	YNCJ0015W
NM_001181470.1	YJL036W
NM_001181469.1	YJL035C
NM_001181468.3	YJL034W
NM_001181467.1	YJL033W
NM_001181465.1	YJL031C
NM_001181464.3	YJL030W
NM_001181463.1	YJL029C
unassigned_transcript_166	YNCJ0016C
NM_001181462.1	YJL028W
NM_001181461.3	YJL027C
NM_001181460.1	YJL026W
NM_001181459.1	YJL025W
NM_001181458.3	YJL024C
unassigned_transcript_167	YNCJ0017C
NM_001181457.1	YJL023C
NM_001181454.1	YJL020C
NM_001181453.3	YJL019W
NM_001181450.1	YJL016W
NM_001181448.1	YJL014W
NM_001181447.3	YJL013C
NM_001181446.1	YJL012C
NM_001181445.2	YJL011C
unassigned_transcript_168	YNCJ0018W
unassigned_transcript_169	YNCJ0019C
NM_001181444.3	YJL010C
NM_001181442.2	YJL008C
NM_001348847.1	YJL007C
unassigned_transcript_170	YNCJ0020W
NM_001181440.1	YJL006C
unassigned_transcript_171	YNCJ0021C
NM_001181439.3	YJL005W
NM_001181438.1	YJL004C
NM_001181437.1	YJL003W
NM_001181436.3	YJL002C
NM_001181435.1	YJL001W
NM_001181658.1	YJR001W
NM_001181659.3	YJR002W
NM_001181660.1	YJR003C
NM_001181661.1	YJR004C
NM_001181662.3	YJR005W
NM_001184533.1	YJR005C-A
NM_001181663.1	YJR006W
NM_001181664.3	YJR007W
NM_001181665.1	YJR008W
NM_001181666.1	YJR009C
NM_001181668.3	YJR010W
NM_001181667.1	YJR010C-A
NM_001181669.1	YJR011C
NM_001181670.4	YJR012C
NM_001181671.1	YJR013W
NM_001181672.1	YJR014W
NM_001181673.3	YJR015W
NM_001181674.1	YJR016C
NM_001181675.1	YJR017C
NM_001181677.3	YJR019C
NM_001181679.1	YJR021C
NM_001181680.1	YJR022W
NM_001181682.3	YJR024C
NM_001181683.1	YJR025C
NM_001181685.2	YJR027W
NM_001181684.3	YJR026W
NM_001181687.2	YJR029W
NM_001181686.1	YJR028W
NM_001181688.3	YJR030C
NM_001181689.1	YJR031C
NM_001181690.1	YJR032W
NM_001181691.3	YJR033C
NM_001181692.1	YJR034W
NM_001181693.1	YJR035W
NM_001181694.3	YJR036C
NM_001181697.1	YJR039W
NM_001181698.1	YJR040W
NM_001181699.3	YJR041C
NM_001181700.1	YJR042W
NM_001181701.1	YJR043C
unassigned_transcript_172	YNCJ0022C
NM_001181702.3	YJR044C
NM_001181703.1	YJR045C
NM_001181704.1	YJR046W
unassigned_transcript_173	YNCJ0023C
NM_001181705.3	YJR047C
NM_001181706.1	YJR048W
NM_001181707.1	YJR049C
NM_001181708.3	YJR050W
NM_001181709.1	YJR051W
unassigned_transcript_174	YNCJ0024W
NM_001181710.1	YJR052W
NM_001181711.3	YJR053W
NM_001181712.1	YJR054W
unassigned_transcript_175	YNCJ0025W
NM_001181713.1	YJR055W
unassigned_transcript_176	YNCJ0026W
NM_001181714.3	YJR056C
unassigned_transcript_177	YNCJ0027C
NM_001181715.1	YJR057W
NM_001181716.1	YJR058C
NM_001181717.3	YJR059W
NM_001181718.1	YJR060W
NM_001181719.1	YJR061W
NM_001181720.3	YJR062C
NM_001181721.1	YJR063W
NM_001181722.1	YJR064W
NM_001181723.3	YJR065C
NM_001181724.1	YJR066W
NM_001181725.1	YJR067C
NM_001181726.3	YJR068W
NM_001181727.1	YJR069C
NM_001181728.1	YJR070C
NM_001181730.3	YJR072C
NM_001181731.1	YJR073C
NM_001181732.1	YJR074W
NM_001181733.3	YJR075W
NM_001181734.1	YJR076C
NM_001181735.1	YJR077C
NM_001181736.3	YJR078W
NM_001181737.1	YJR079W
NM_001181738.1	YJR080C
NM_001181739.3	YJR082C
NM_001181740.1	YJR083C
NM_001181741.1	YJR084W
NM_001181742.3	YJR085C
NM_001181743.1	YJR086W
NM_001181745.1	YJR088C
NM_001181746.3	YJR089W
NM_001181747.1	YJR090C
NM_001181748.1	YJR091C
NM_001181749.3	YJR092W
NM_001181750.1	YJR093C
NM_001181751.1	YJR094C
NR_132197.1	YNCJ0028C
NM_001181752.3	YJR094W-A
NM_001181753.1	YJR095W
NM_001181754.1	YJR096W
NM_001181755.3	YJR097W
NM_001181756.2	YJR098C
NM_001181757.1	YJR099W
NM_001181758.3	YJR100C
unassigned_transcript_178	YNCJ0029W
NM_001181759.1	YJR101W
NM_001181760.1	YJR102C
NM_001181761.4	YJR103W
NM_001181762.1	YJR104C
NM_001181763.1	YJR105W
NM_001181764.4	YJR106W
NM_001181765.2	YJR107W
NM_001395036.1	YJR107C-A
NM_001181766.1	YJR108W
NM_001181767.3	YJR109C
NM_001181768.1	YJR110W
NM_001181769.1	YJR111C
NM_001181770.3	YJR112W
NM_001184523.1	YJR112W-A
NM_001181771.1	YJR113C
NM_001181773.3	YJR115W
NM_001181774.1	YJR116W
NM_001181775.1	YJR117W
NM_001181776.3	YJR118C
NM_001181777.1	YJR119C
NM_001181778.1	YJR120W
NM_001181779.3	YJR121W
NM_001181780.1	YJR122W
NM_001181781.1	YJR123W
NM_001181782.3	YJR124C
NM_001181783.1	YJR125C
NM_001181784.1	YJR126C
NM_001181785.3	YJR127C
NM_001348848.1	YJR128W
NR_132198.1	YNCJ0030W
NM_001181787.2	YJR129C
NM_001181788.1	YJR130C
NM_001181789.3	YJR131W
NM_001181790.2	YJR132W
NM_001181791.1	YJR133W
NM_001181792.3	YJR134C
NM_001181793.1	YJR135C
NM_001184382.1	YJR135W-A
NM_001181794.3	YJR136C
NM_001181795.1	YJR137C
NM_001181796.2	YJR138W
NM_001181797.3	YJR139C
NM_001181798.1	YJR140C
NM_001181799.1	YJR141W
NM_001181800.3	YJR142W
NM_001181801.1	YJR143C
NM_001181802.1	YJR144W
NM_001181803.3	YJR145C
NM_001270754.1	YJR146W
NM_001181805.1	YJR147W
NM_001181806.1	YJR148W
NM_001181807.4	YJR149W
NM_001181808.4	YJR150C
NM_001181809.2	YJR151C
NM_001184556.1	YJR151W-A
NM_001181810.3	YJR152W
NM_001181811.3	YJR153W
NM_001181812.1	YJR154W
NM_001181813.1	YJR155W
NM_001181814.3	YJR156C
NM_001181816.3	YJR158W
NM_001181817.1	YJR159W
NM_001181818.1	YJR160C
NM_001181819.3	YJR161C
NM_001179789.1	YKL224C
NM_001179787.1	YKL222C
NM_001179786.2	YKL221W
NM_001179785.1	YKL220C
NM_001179784.1	YKL219W
NM_001179783.1	YKL218C
NM_001179782.1	YKL217W
NM_001179781.1	YKL216W
NM_001179780.1	YKL215C
NM_001179779.1	YKL214C
NM_001179778.1	YKL213C
NM_001179777.1	YKL212W
NM_001179776.1	YKL211C
NR_132199.1	YNCK0001W
NM_001179775.1	YKL210W
NM_001179774.1	YKL209C
unassigned_transcript_179	YNCK0002C
NM_001179773.1	YKL208W
NM_001179772.1	YKL207W
NM_001179771.1	YKL206C
NM_001179770.1	YKL205W
NM_001179769.1	YKL204W
NM_001179768.1	YKL203C
NM_001179766.1	YKL201C
NM_001179764.2	YKL198C
NM_001179763.1	YKL197C
unassigned_transcript_180	YNCK0003W
NM_001179762.1	YKL196C
NM_001179761.1	YKL195W
NM_001179760.1	YKL194C
NM_001179759.1	YKL193C
NM_001179758.1	YKL192C
NM_001179757.1	YKL191W
NM_001179756.1	YKL190W
unassigned_transcript_181	YNCK0004W
NM_001179755.1	YKL189W
NM_001179754.1	YKL188C
NM_001179753.1	YKL187C
NM_001179752.1	YKL186C
NM_001179751.1	YKL185W
NM_001179750.1	YKL184W
NM_001184557.1	YKL183C-A
NM_001179749.1	YKL183W
NM_001179748.1	YKL182W
NM_001179747.1	YKL181W
NM_001179746.1	YKL180W
NM_001179745.1	YKL179C
NM_001179744.1	YKL178C
NM_001179742.1	YKL176C
NM_001179741.1	YKL175W
NM_001179740.1	YKL174C
NM_001179739.1	YKL173W
NM_001179738.1	YKL172W
NM_001179737.1	YKL171W
NM_001179736.1	YKL170W
NM_001179734.1	YKL168C
NM_001179733.1	YKL167C
NM_001179732.1	YKL166C
NM_001179731.1	YKL165C
unassigned_transcript_182	YNCK0005C
NM_001179730.1	YKL164C
NM_001179729.1	YKL163W
NM_001179728.1	YKL162C
NM_001179727.1	YKL161C
NM_001179726.1	YKL160W
NM_001179725.1	YKL159C
NM_001179723.2	YKL157W
NM_001179722.1	YKL156W
NM_001179721.1	YKL155C
NM_001179720.1	YKL154W
unassigned_transcript_183	YNCK0006C
NM_001179718.1	YKL152C
NM_001179717.1	YKL151C
NM_001179716.1	YKL150W
NM_001179715.1	YKL149C
NM_001179714.1	YKL148C
NM_001179712.1	YKL146W
NM_001179711.1	YKL145W
NM_001179710.1	YKL144C
NM_001179709.1	YKL143W
NM_001179708.1	YKL142W
NM_001179707.1	YKL141W
NM_001179706.1	YKL140W
NM_001179705.1	YKL139W
NM_001184513.1	YKL138C-A
NM_001179704.1	YKL138C
NM_001179703.1	YKL137W
NM_001179701.1	YKL135C
NM_001179700.2	YKL134C
NM_001179699.2	YKL133C
NM_001179698.1	YKL132C
NM_001179696.1	YKL130C
NM_001179695.2	YKL129C
NM_001179694.1	YKL128C
unassigned_transcript_184	YNCK0007W
NM_001179693.1	YKL127W
NM_001179692.1	YKL126W
NM_001179691.1	YKL125W
NM_001179690.1	YKL124W
NM_001179688.1	YKL122C
NM_001179687.1	YKL121W
NM_001179686.1	YKL120W
NM_001179685.1	YKL119C
unassigned_transcript_185	YNCK0008W
NM_001179683.1	YKL117W
NM_001179682.1	YKL116C
NM_001179680.1	YKL114C
NM_001179679.1	YKL113C
NM_001179678.1	YKL112W
NM_001179676.1	YKL110C
NM_001179675.1	YKL109W
NM_001179674.1	YKL108W
NM_001179673.1	YKL107W
NM_001184482.1	YKL106C-A
NM_001179672.1	YKL106W
NM_001179671.1	YKL105C
NM_001179670.1	YKL104C
NM_001395037.1	YKL104W-A
NM_001179669.1	YKL103C
NM_001348849.1	YKL102C
NM_001179667.2	YKL101W
NM_001179666.1	YKL100C
NM_001179665.1	YKL099C
NM_001179664.1	YKL098W
NM_001348850.1	YKL097C
NM_001184604.1	YKL096C-B
NM_001180025.1	YKL096W-A
NM_001179662.1	YKL096W
NM_001179661.1	YKL095W
NM_001179660.1	YKL094W
NM_001179659.1	YKL093W
NM_001179658.1	YKL092C
NM_001179657.1	YKL091C
NM_001179656.1	YKL090W
NM_001179655.1	YKL089W
NM_001179654.1	YKL088W
NM_001179653.1	YKL087C
NM_001179652.1	YKL086W
NM_001179651.1	YKL085W
NM_001179650.1	YKL084W
NM_001179648.1	YKL082C
NM_001179647.1	YKL081W
NR_132200.1	YNCK0009W
NM_001179646.1	YKL080W
NM_001179645.1	YKL079W
